armor	classs	commondrop	displayid	dps	flags2	id	level	name	reqclass	reqlevel	reqrace	side	slot	slotbak	source__001	source__002	sourcemore__bd	sourcemore__c	sourcemore__c2	sourcemore__icon	sourcemore__dd	sourcemore__n	sourcemore__s	sourcemore__t	sourcemore__ti	sourcemore__z	speed	subclass	firstseenpatch	popularity	contentPhase
	2		21855	31.07	8192	11863	52	6White Bone Shredder		48		2	22	22	4			1637	1			Bone-Bladed Weapons		5	4300		1.4	13	0	98	1
	2		26592	6.79	8192	15905	15	7Right-Handed Brass Knuckles		10			21	21	5												1.4	13	0	82	1
	2		31754	59.48	8192	18844	78	4High Warlord's Right Claw		60			21	21													2.9	13	0	77	2
	2		34896	40.19	8192	22404	61	5Willey's Back Scratcher		56			21	21	2		1				-1	Cannon Master Willey		1	10997	2017	2.6	13	0	66	5
	2		32033	59.48	8192	18843	78	4Grand Marshal's Right Hand Blade		60			21	21													2.9	13	0	61	2
	2		21715	36.67	8192	11744	56	5Bloodfist		51			13	13	2		1				-1	Phalanx		1	9502	1584	1.5	13	0	57	1
	2		32032	59.48	8192	18847	78	4Grand Marshal's Left Hand Blade		60			22	22													2.9	13	0	54	2
	2		23742	40	8192	22317	61	5Lefty's Brass Knuckle		56			13	13													1.5	13	0	54	5
	2		24109	38.89	8192	13399	59	5Gargoyle Shredder Talons		54			22	22	2		1				-1	Stonespine		1	10809	2017	1.8	13	0	47	1
	2		31752	59.48	8192	18848	78	4High Warlord's Left Claw		60			22	22													2.9	13	0	45	2
	2		21714	32.86	8192	11743	55	6Rockfist		50			13	13	2		1				-1	Phalanx		1	9502	1584	1.4	13	0	45	1
	2		26597	17.33	8192	15909	35	7Left-Handed Blades		30			22	22	5												1.5	13	0	37	1
	2		26592	6.79	8192	15906	15	7Left-Handed Brass Knuckles		10			22	22	5												1.4	13	0	37	1
	2		26594	11.67	8192	15907	25	7Left-Handed Claw		20			22	22	5												1.5	13	0	35	1
	2		26593	11.67	8192	15903	25	7Right-Handed Claw		20			21	21	5												1.5	13	0	32	1
	2		30813	35.83	8192	18462	60	6Jagged Bone Fist		55			21	21	2		1				-1					2557	1.8	13	0	29	2
	2		26596	17.33	8192	15904	35	7Right-Handed Blades		30			21	21	5												1.5	13	0	24	1
	2		29769	35.19	8192	17705	53	5Thrash Blade		45			13	13	4											2100	2.7	7	0	10445	1
	2		30606	41.84	8192	19019	80	"3Thunderfury, Blessed Blade of the Windseeker"		60			13	13													1.9	7	0	9349	3
	2		20086	30	8192	10823	44	5Vanquisher's Sword		39			13	13	4											722	2.2	7	0	8715	1
	2		20010	29.74	8192	6802	44	5Sword of Omen		33		2	13	13	4			796	2			Into The Scarlet Monastery		5	1048		1.9	7	0	6948	1
	2		20075	30	8192	6829	44	5Sword of Serenity		34		1	13	13	4			796	2			In the Name of the Light		5	1053		2.2	7	0	6797	1
	2		26494	40	8192	15806	61	5Mirah's Song		55			13	13	4			2057	2			Kirtonos the Herald		5	5384		1.8	7	0	5738	1
	2		25648	41.43	8192	12940	63	5Dal'Rend's Sacred Charge		58			21	21	2						-1	Warchief Rend Blackhand		1	10429	1583	2.8	7	0	5736	1
	2		28586	18.89	8192	16886	30	5Outlaw Sabre		25		2	13	13	4											331	2.7	7	0	5671	1
	2		20571	41.4	8192	10847	57	4Dragon's Call		52			13	13													2.5	7	0	5181	1
	2		20089	15.56	8192	1482	24	5Shadowfang		19			21	21	2												2.7	7	0	5135	1
	2		8090	40.89	8192	2244	56	4Krol Blade		51			21	21	2												2.8	7	0	4945	1
	2		30994	52.5	8192	18348	71	4Quel'Serrar	3	60			21	21													2	7	0	4869	2
	2		20031	33.42	8192	11086	50	5Jang'thraze the Protector		45			21	21	2		1				-1	Chief Ukorz Sandscalp		1	7267	1176	1.9	7	0	4735	1
	2		25053	32.69	8192	7961	49	5Phantom Blade		44			21	21	1			11		inv_sword_40		Phantom Blade	164	6	10007		2.6	7	0	4419	1
	2		29897	35.23	8192	17719	53	5Inventor's Focal Sword		48			13	13	2		1				-1	Tinkerer Gizlock		1	13601	2100	2.2	7	0	4146	1
	2		19997	47.24	8192	1728	65	4Teebu's Blazing Longsword		60			21	21	2												2.9	7	0	3688	1
	2		29677	42.5	8192	17103	71	4Azuresong Mageblade		60			21	21	2		1					Golemagg the Incinerator		1	11988	2717	2.4	7	0	3569	1
	2		20032	29.12	8192	9379	49	5Sang'thraze the Deflector		44			13	13	2		1				-1	Antu'sul		1	8127	1176	1.7	7	0	3531	1
	2		20116	15.68	8192	6504	24	5Wingblade		10		2	21	21	4			718	2			Leaders of the Fang		5	914		2.2	7	0	3428	1
	2		16539	19.64	8192	8226	31	5The Butcher		26			21	21	2												2.8	7	0	3372	1
100	2		25647	41.39	8192	12939	63	5Dal'Rend's Tribal Guardian		58			22	22	2						-1	Warchief Rend Blackhand		1	10429	1583	1.8	7	0	3151	1
	2		7311	15.54	8192	5191	24	5Cruel Barb		19			13	13	2						-1	Edwin VanCleef		1	639	1581	2.8	7	0	3151	1
	2		20033	37.04	8192	809	50	4Bloodrazor		45			21	21	2							Saltwater Snapjaw		1	2505	47	2.7	7	0	2998	1
	2		28708	28.06	8192	13034	41	5Speedsteel Rapier		36			13	13	2												1.8	7	0	2686	1
	2		5163	31.47	8192	869	41	4Dazzling Longsword		36			21	21	2												1.7	7	0	2354	1
	2		28594	22.14	8192	13033	34	5Zealot Blade		29			13	13	2												2.8	7	0	2314	1
	2		20009	23.04	8192	4977	41	6Sword of Hammerfall		30		2	21	21	4			45	0			The Real Threat		5	680		2.3	7	0	2126	1
	2		25641	37.59	8192	13036	57	5Assassination Blade		52			13	13	2												2.7	7	0	2008	1
	2		13488	20.45	8192	9718	38	5Reforged Blade of Heroes		33			13	13													2.2	7	0	1986	1
	2		22227	33.33	8192	11902	56	6Linken's Sword of Mastery		47			21	21	4			490	1			It's Dangerous to Go Alone		5	3962		1.8	7	0	1977	1
	2		20081	36.33	8192	8190	55	5Hanzo Sword		50			13	13	2							Gibbering Ghoul		1	8531	139	1.5	7	0	1830	1
	2		23836	40.68	8192	13246	62	5Argent Avenger		55		1	13	13	4			139	0			The Argent Hold		5	5265		2.2	7	0	1791	1
	2		28676	19.74	8192	12974	31	5The Black Knight		26			21	21	2												1.9	7	0	1701	1
	2		25036	41.4	8192	13361	63	5Skullforge Reaver		58			13	13	2						-1	Baron Rivendare		1	10440	2017	2.5	7	0	1663	1
	2		31692	51.67	8192	19168	70	4Blackguard		60			13	13	1			11		inv_sword_39		Blackguard	164	6	23652		1.8	7	0	1603	3
	2		16538	22.06	8192	9446	34	5Electrocutioner Leg		29			21	21	2		1				-1	Electrocutioner 6000		1	6235	721	1.7	7	0	1535	1
	2		35152	90.36	8192	22736	100	"3Andonisus, Reaper of Souls"		60			21	21													2.8	7	0	1486	6
	2		36970	41.39	8192	22383	64	4Sageblade		59			21	21	1			11		inv_sword_51		Sageblade	164	6	27832		1.8	7	0	1484	5
	2		18325	27.94	8192	9424	41	5Ginn-su Sword		36			13	13	2						-1	Earthen Sculptor		1	7012	1337	1.7	7	0	1471	1
	2		32197	55.19	8192	17075	74	4Vis'kag the Bloodletter		60			13	13	2		1					Onyxia		1	10184	2159	2.6	7	0	1408	1
	2		31309	51.6	8192	18832	70	4Brutality Blade		60			13	13	2		1					Garr		1	12057	2717	2.5	7	0	1339	1
	2		21554	41.43	8192	6622	63	5Sword of Zeal		58			21	21	2											2717	2.8	7	0	1275	1
	2		20094	13.41	8192	11121	26	6Darkwater Talwar		21			21	21	2						-1	Lady Sarevess		1	4831	719	2.2	7	0	1263	1
	2		20076	24.21	8192	8225	36	5Tainted Pierce		31			13	13	2						-1					796	1.9	7	0	1179	1
	2		8274	13.46	8192	935	20	5Night Watch Shortsword		15			13	13	2												2.6	7	0	1161	1
	2		36378	73.15	8192	23054	89	"4Gressil, Dawn of Ruin"		60			13	13	2		1					Kel'Thuzad		1	15990	3456	2.7	7	0	1149	6
	2		8272	13.46	8192	12976	20	5Ironpatch Blade		15			13	13	2												2.6	7	0	1130	1
	2		25639	17.14	8192	13032	27	5Sword of Corruption		22			13	13	2												2.1	7	0	974	1
140	2		36377	73	8192	23577	89	4The Hungering Cold		60			13	13													1.5	7	0	969	6
	2		31866	56.36	8192	19351	75	"4Maladath, Runed Blade of the Black Flight"		60			13	13	2		1					Broodlord Lashlayer		1	12017	2677	2.2	7	0	966	3
	2		21809	36.92	8192	11817	56	5Lord General's Sword		51			21	21	2		1				-1	General Angerforge		1	9033	1584	2.6	7	0	960	1
	2		20030	35.23	8192	10797	53	5Firebreather		48			13	13	2		1				-1					1477	2.2	7	0	918	1
	2		20156	26.46	8192	1265	39	5Scorpion Sting		34			13	13	2												2.4	7	0	892	1
	2		31867	58.46	8192	19352	77	4Chromatically Tempered Sword		60			13	13	2		1					Chromaggus		1	14020	2677	2.6	7	0	822	3
	2		20073	25	8192	8223	37	5Blade of the Basilisk		32			13	13	2						-1	Ironeye the Invincible		1	5935	400	1.9	7	0	786	1
	2		28527	13.93	8192	15212	27	6Fighter Broadsword		22			21	21	2												2.8	7	0	763	1
	2		21773	35.21	8192	11784	53	5Arbiter's Blade		48			21	21	2		1				-1	Warder Stilgiss		1	9041	1584	2.4	7	0	760	1
	2		24981	9.04	8192	14145	18	6Cursed Felblade		13			21	21	2						-1	Taragaman the Hungerer		1	11520	2437	2.6	7	0	752	1
	2		20218	31.67	8192	754	47	5Shortsword of Vengeance		42			13	13	2						-1					440	2.4	7	0	743	1
	2		25640	32.8	8192	13035	49	5Serpent Slicer		44			13	13	2												2.5	7	0	707	1
	2		7485	29.32	8192	9401	43	5Nordic Longshank		38			13	13	2		1				-1	Baelog		1	6906	1337	2.2	7	0	687	1
	2		20215	18.27	8192	3850	35	6Jade Serpentblade		30			13	13	1			11		inv_sword_36		Jade Serpentblade	164	6	3493		2.6	7	0	672	1
	2		28848	42.71	8192	17015	65	5Dark Iron Reaver		60			21	21	1			11		inv_sword_48		Dark Iron Reaver	164	6	20890		2.4	7	0	634	1
	2		36371	41.38	8192	22807	83	4Wraith Blade		60			13	13	2		1					Maexxna		1	15952	3456	1.8	7	0	631	6
	2		26576	15.56	8192	3186	30	6Viking Sword		25			21	21	2												2.7	7	0	617	1
	2		22077	6.82	8192	851	15	7Cutlass		10			13	13	5												2.2	7	0	600	1
	2		23274	41.3	8192	12797	63	5Frostguard		58			21	21	1			11		inv_sword_11		Frostguard	164	6	16992		2.3	7	0	573	1
	2		22733	35.79	8192	12535	54	5Doomforged Straightedge		49			13	13	2						-1					1584	1.9	7	0	565	1
	2		20083	26.6	8192	4987	45	6Dwarf Captain's Sword		35		1	13	13	4			3	0			An Ambassador of Evil		5	762		2.5	7	0	541	1
	2		32076	21.3	8192	19553	33	5Legionnaire's Sword		28			13	13													2.7	7	0	529	3
	2		12827	17.59	8192	1727	28	5Sword of Decay		23			21	21	2						-1					491	2.7	7	0	527	1
	2		24756	40.63	8192	13953	62	5Silent Fang		57			21	21	2						-1	Darkmaster Gandling		1	1853	2057	1.6	7	0	523	1
	2		5170	12.86	8192	2263	25	6Phytoblade				1	21	21	4			11	0			Blisters on The Land		5	275		2.8	7	0	520	1
	2		33145	41.71	8192	20698	63	4Elemental Attuned Blade		58			21	21													2.1	7	0	474	4
	2		22232	18.91	8192	8224	36	6Silithid Ripper		31			21	21	2						-1	Silithid Ravager		1	4132	400	2.3	7	0	465	1
	2		32077	21.3	8192	19557	33	5Protector's Sword		28			13	13													2.7	7	0	464	3
	2		23241	37.06	8192	12777	56	5Blazing Rapier		51			13	13	1			11		inv_sword_30		Blazing Rapier	164	6	16978		1.7	7	0	445	1
	2		26579	20.33	8192	864	38	6Knightly Longsword		33			13	13	2	4		-284	-2			Lee's Ultimate Test Quest... of Doom!		5	5101		1.5	7	0	434	1
	2		28570	18.75	8192	15213	36	6Mercenary Blade		31			13	13	2												2.4	7	0	431	1
	2		5165	17.08	8192	1493	27	5Heavy Marauder Scimitar		22			21	21	2							Galak Marauder		1	4099	400	2.4	7	0	423	1
	2		32356	44.8	8192	19901	68	5Zulian Slicer		60			13	13	2		1					High Priest Thekal		1	14509	1977	2.5	7	0	415	4
	2		20120	16.67	8192	2011	26	5Twisted Sabre		21			21	21	2												1.8	7	0	400	1
	2		20031	33.42	8192	9380	50	5Jang'thraze the Protector		45			13	13													1.9	7	0	391	1
	2		20029	31.11	8192	9511	46	5Bloodletter Scalpel		41			13	13	2		1				-1	Nekrum Gutchewer		1	7796	1176	1.8	7	0	375	1
	2		12610	11.55	8192	6633	23	6Butcher's Slicer		18			13	13	2		1				-1	Razorclaw the Butcher		1	3886	209	2.9	7	0	370	1
	2		5144	11.18	8192	5192	22	6Thief's Blade		17			13	13	2						-1	Mr. Smite		1	646	1581	1.7	7	0	367	1
	2		20014	10	8192	5321	20	6Elegant Shortsword		12		2	13	13	4			17	1			Serena Bloodfeather		5	876		2	7	0	365	1
	2		28876	33.33	8192	17054	50	5Joonho's Mercy		45			13	13	2						-1	General Fangferror		1	6650	16	2.1	7	0	353	1
	2		18270	27.22	8192	9392	40	5Annealed Blade		35			13	13	2						-1					1337	1.8	7	0	348	1
	2		22229	35.75	8192	10696	60	6Enchanted Azsharite Felbane Sword		45			21	21	4			33	0			Enchanted Azsharite Fel Weaponry		5	3625		2	7	0	319	1
	2		31526	28.7	8192	19040	48	6Zorbin's Mega-Slicer		45			13	13	4			357	1			Zapped Giants		5	7003		2.3	7	0	316	1
	2		34850	42.68	8192	22378	65	5Ravenholdt Slicer		60			13	13	4			1377	1			The Perfect Poison		5	9023		2.8	7	0	297	5
	2		20168	9.2	8192	2074	18	6Solid Shortblade		14		1	13	13	4			1581	2			Red Silk Bandanas		5	214		2.5	7	0	295	1
	2		5151	8.7	8192	3572	17	6Daryl's Shortsword		11		1	13	13	4			38	0			A Hunter's Challenge		5	258		2.3	7	0	295	1
	2		36376	62.81	8192	23014	81	"4Iblis, Blade of the Fallen Seraph"		60			13	13	2		1					Instructor Razuvious		1	16061	3456	1.6	7	0	290	6
	2		32314	41.55	8192	19864	68	4Bloodcaller		60			21	21	2		1					Hakkar		1	14834	1977	2	7	0	286	4
	2		4800	11.58	8192	3935	25	7Smotts' Cutlass		20			21	21	2						-1	Negolash		1	1494	33	1.9	7	0	266	1
70	2		33097	52.59	8192	20577	71	4Nightmare Blade		60			13	13	2							Taerar		1	14890		2.7	7	0	264	4
	2		32722	49.71	8192	19865	68	4Warblade of the Hakkari		60			21	21													1.7	7	0	258	4
	2		32077	29.26	8192	19556	43	5Protector's Sword		38			13	13													2.7	7	0	254	3
	2		32076	29.26	8192	19552	43	5Legionnaire's Sword		38			13	13													2.7	7	0	250	3
	2		34264	58.39	8192	21650	77	4Ancient Qiraji Ripper		60			13	13	2		1					Fankriss the Unyielding		1	15510	3428	2.8	7	0	248	5
	2		26577	5.48	8192	727	10	6Notched Shortsword		5			13	13	2												2.1	7	0	244	1
	2		28086	35.83	8192	12061	60	6Blade of Reckoning		50		1	13	13	4			1584	2			Jail Break!		5	4322		2.4	7	0	236	1
	2		25173	38.89	8192	14576	59	5Ebon Hilt of Marduk		54			21	21	2						-1	Marduk Blackpool		1	10433	2057	2.7	7	0	228	1
	2		31866	57.38	8192	21520	76	4Ravencrest's Legacy		60			13	13													2.1	7	0	224	5
	2		16128	26.74	8192	7943	45	6Wicked Mithril Blade		40			21	21	1			11		inv_sword_10		Wicked Mithril Blade	164	6	9997		2.3	7	0	217	1
	2		28530	30.31	8192	15216	51	6Rune Sword		46			13	13	2												1.6	7	0	216	1
	2		22078	3.81	8192	2488	9	7Gladius		4			13	13	5												2.1	7	0	214	1
	2		28593	12.27	8192	16890	24	6Slatemetal Cutlass		20		2	13	13	4			331	1			Torek's Assault		5	6544		2.2	7	0	212	1
	2		32077	41.48	8192	19554	63	5Protector's Sword		58			13	13													2.7	7	0	211	3
	2		20114	8.13	8192	1925	16	6Defias Rapier		11			21	21	2						-1	Defias Watchman		1	1725	1581	1.6	7	0	211	1
	2		33994	41.27	8192	21521	76	4Runesword of the Red		60			21	21													2.2	7	0	207	5
	2		22226	12.31	8192	3740	24	6Decapitating Sword		19			21	21	2												2.6	7	0	207	1
	2		32076	15	8192	20430	23	5Legionnaire's Sword		18			13	13													2.7	7	0	207	3
	2		31966	59.48	8192	12584	78	4Grand Marshal's Longsword		60			13	13													2.9	7	0	205	2
	2		26479	34.52	8192	15801	58	6Valiant Shortsword		50			13	13	4											28	2.1	7	0	203	1
	2		20035	32.14	8192	10803	54	6Blade of the Wretched		49			21	21	2		1				-1	Ogom the Wretched		1	5711	1477	2.1	7	0	201	1
	2		22085	17.61	8192	2520	36	7Broadsword		31			21	21	5												2.3	7	0	199	1
	2		20110	12.8	8192	3400	25	6Lucine Longsword		22		1	21	21	4			717	2			What Comes Around...		5	386		2.5	7	0	198	1
	2		5040	10.42	8192	1937	21	6Buzz Saw		16			13	13	2						-1	Sneed's Shredder		1	642	1581	2.4	7	0	191	1
60	2		35571	40.67	8192	23132	62	5Lord Blackwood's Blade		57			13	13	2							Lord Blackwood		1	14695		1.5	7	0	190	6
	2		20223	22.96	8192	4116	41	6Olmann Sewar					21	21													2.7	7	0	185	1
	2		32722	47.94	8192	19866	66	4Warblade of the Hakkari		60			22	22	2		1									1977	1.7	7	0	182	4
	2		34232	41.35	8192	21622	78	4Sharpened Silithid Femur		60			21	21	2		1					Viscidus		1	15299	3428	2.3	7	0	181	5
	2		8279	9.47	8192	1951	19	6Blackwater Cutlass		14			13	13	2						-1					1581	1.9	7	0	174	1
	2		28607	12.19	8192	3462	24	6Talonstrike		10		2	21	21	4			130	0			Assault on Fenris Isle		5	442		1.6	7	0	170	1
	2		23734	37.62	8192	13182	57	5Phase Blade		52			13	13	2		1				-1	Burning Felguard		1	10263	1583	2.1	7	0	167	1
	2		5153	16.67	8192	3849	32	6Hardened Iron Shortsword		27			21	21	1			11		inv_sword_20		Hardened Iron Shortsword	164	6	3492		1.8	7	0	166	1
	2		7314	6.92	8192	4766	13	6Feral Blade		8			21	21	5												2.6	7	0	166	1
	2		31400	5.33	8192	18957	10	6Brushwood Blade		3		1	13	13	4			141	1			Druid of the Claw		5	2561		3	7	0	164	1
	2		28567	11	8192	15211	22	6Militant Shortsword		17			13	13	2												2.5	7	0	162	1
	2		28561	22.14	8192	15214	40	6Nobles Brand		35			13	13	2												2.1	7	0	154	1
	2		20088	13.86	8192	2018	27	6Skeletal Longsword		22			21	21	2							Skeletal Raider		1	1110	10	2.2	7	0	152	1
80	2		32581	48.16	8192	19867	66	4Bloodlord's Defender		60			21	21	2		1					Bloodlord Mandokir		1	11382	1977	1.9	7	0	151	4
	2		26503	35.75	8192	15814	60	6Hameya's Slayer		54			13	13	4			139	0			Hameya's Plea		5	6024		2	7	0	150	1
	2		20221	28.53	8192	7944	48	6Dazzling Mithril Rapier		43			21	21	1			11		inv_sword_30		Dazzling Mithril Rapier	164	6	10005		1.7	7	0	147	1
60	2		32443	44.72	8192	19968	68	5Fiery Retributer		60			21	21	2							Hazza'rah		1	15083	1977	1.8	7	0	146	4
	2		32077	15	8192	20440	23	5Protector's Sword		18			13	13													2.7	7	0	136	3
	2		26432	34.04	8192	15705	57	6Tidecrest Blade		49			13	13	4			361	1			The Remains of Trey Lightforge		5	5385		2.6	7	0	133	1
	2		26477	34.52	8192	15800	58	6Intrepid Shortsword		50			13	13	4											28	2.1	7	0	132	1
	2		30754	40.75	8192	18396	62	5Mind Carver		57			21	21	2		1				-1	Prince Tortheldrin		1	11486	2557	2	7	0	131	2
	2		28544	8.16	8192	15210	16	6Raider Shortsword		11			13	13	2												1.9	7	0	128	1
	2		4788	2.37	8192	4560	6	7Fine Scimitar					13	13	2												1.9	7	0	127	1
	2		28608	10.45	8192	16891	21	6Claystone Shortsword		15		2	13	13	4			406	1			Arachnophobia		5	6284		2.2	7	0	125	1
	2		31617	41.35	8192	19110	63	5Cold Forged Blade		58			13	13													2.6	7	0	124	3
	2		5139	2.5	8192	18610	6	7Keen Machete					21	21	2											141	1.8	7	0	121	2
	2		20154	9.62	8192	1469	19	6Scimitar of Atun		14			21	21	2											44	2.6	7	0	120	1
	2		20159	7.62	8192	6984	15	6Umbral Sword	1	10		1	21	21	4			-81	4			Grey Iron Weapons		5	1682		2.1	7	0	119	1
100	2		35247	62.81	8192	22806	81	4Widow's Remorse		60			13	13	2		1					Grand Widow Faerlina		1	15953	3456	1.6	7	0	116	6
	2		26572	25	8192	8196	43	6Ebon Scimitar		38			13	13	2												1.9	7	0	115	1
	2		22079	8.7	8192	2027	19	7Scimitar		14			13	13	5												2.3	7	0	111	1
	2		31997	59.48	8192	16345	78	4High Warlord's Blade		60			13	13													2.9	7	0	109	2
	2	TRUE	20157	9.09	8192	2078	18	6Northern Shortsword		13			13	13	2												2.2	7	0	108	1
	2		33839	51.52	8192	21395	70	4Blade of Eternal Justice	2	60			21	21	4			3428	3			Blade of Eternal Justice		5	8711		2.3	7	0	107	5
	2		33839	41.52	8192	21413	70	4Blade of Vaulted Secrets	128	60			21	21													2.3	7	0	97	5
	2		28528	26.6	8192	15215	45	6Furious Falchion		40			21	21	2												2.5	7	0	94	1
	2		1550	4.29	8192	1008	10	7Well-used Sword		7		1	21	21	4			12	0			Bounty on Murlocs		5	46		2.1	7	0	91	1
	2		34810	40.67	8192	22332	62	5Blade of Necromancy		57			21	21	2							Kormok		1	16118		1.5	7	0	90	5
	2		36066	59.44	8192	23456	78	4Grand Marshal's Swiftblade		60			13	13													1.8	7	0	89	6
	2		28093	7.2	8192	15335	14	6Briarsteel Shortsword		12		1	13	13	4			148	1			The Fragments Within		5	4813		2.5	7	0	87	1
	2		28458	32.25	8192	15217	54	6Widow Blade		49			13	13	2												2	7	0	82	1
	2		30673	38.75	8192	18310	59	5Fiendish Machete		54			13	13	2		1				-1	Alzzin the Wildshaper		1	11492	2557	2.4	7	0	80	2
	2		20094	14.55	8192	753	28	6Dragonmaw Shortsword		23			13	13	2							Dragonmaw Centurion		1	1036	11	2.2	7	0	78	1
	2		20160	7.62	8192	7329	15	6Thun'grim's Sword	1	10		2	21	21	4			-81	4			Forged Steel		5	1503		2.1	7	0	76	1
	2		7313	7.29	8192	4765	14	6Enamelled Broadsword		9			21	21	5												2.4	7	0	76	1
	2		32076	35.19	8192	19551	53	5Legionnaire's Sword		48			13	13													2.7	7	0	75	3
	2		22080	12.17	8192	923	26	7Longsword		21			21	21	5												2.3	7	0	75	1
	2		3855	11.19	8192	2850	24	7Bronze Shortsword		19			21	21	1			11		inv_sword_04		Bronze Shortsword	164	6	2742		2.1	7	0	75	1
	2		32077	35.19	8192	19555	53	5Protector's Sword		48			13	13													2.7	7	0	72	3
	2		5161	12.06	8192	2035	24	6Sword of the Night Sky		19			21	21	2						-1	Heggin Stonewhisker		1	5847	17	1.7	7	0	70	1
	2		8279	6.59	8192	5744	12	6Pale Skinner		7			21	21	2						-1	Fedfennel		1	472	12	2.2	7	0	70	1
	2		20163	7.62	8192	6985	15	6Haggard's Sword	1	10		1	21	21	4			-81	4			Dead-tooth Jack		5	1667		2.1	7	0	65	1
	2		30814	35.83	8192	18463	60	6Ogre Pocket Knife		55			13	13	2		1				-1					2557	2.4	7	0	64	2
	2		20122	8.26	8192	1219	16	6Redridge Machete		11			21	21	2							Redridge Poacher		1	424	44	2.3	7	0	64	1
	2		13078	35	8192	15219	59	6Dimensional Blade		54			13	13	2												1.6	7	0	62	1
	2		36081	59.44	8192	23467	78	4High Warlord's Quickblade		60			13	13													1.8	7	0	61	6
	2		20093	13.53	8192	886	26	6Black Metal Shortsword		21			21	21	2							Bone Chewer		1	210	10	1.7	7	0	61	1
	2		32076	41.48	8192	19550	63	5Legionnaire's Sword		58			13	13													2.7	7	0	58	3
	2		26463	35.91	8192	15782	60	6Beaststalker Blade		53			13	13	4			618	1			Shy-Rotam		5	5056		2.2	7	0	57	1
	2		20015	5	8192	3455	11	7Deathstalker Shortsword		10		2	13	13	4			130	0			Escorting Erland		5	435		2.1	7	0	57	1
	2		32438	41	8192	19964	68	5Renataki's Soul Conduit		60			21	21	2							Renataki		1	15084	1977	2.1	7	0	56	4
	2		28552	38.64	8192	15221	65	6Holy War Sword		60			13	13	2							Emeriss		1	14889		2.2	7	0	56	1
	2		30822	40	8192	18484	61	5Cho'Rush's Blade		56			13	13	2		1				-1	Cho'Rush the Observer		1	14324	2557	2.4	7	0	53	2
	2		22226	12.32	8192	2046	24	6Bluegill Kukri		19			21	21	2							Bluegill Warrior		1	1027	11	2.8	7	0	52	1
	2		28346	33.91	8192	15218	57	6Crystal Sword		52			13	13	2												2.3	7	0	51	1
	2		20175	1.5	8192	2057	4	7Pitted Defias Shortsword					21	21	2	21											2	7	0	49	1
	2		4805	3.81	8192	2847	9	7Copper Shortsword		4			21	21	1			11		inv_sword_26		Copper Shortsword	164	6	2739		2.1	7	0	40	1
	2		1542	1.05	8192	25	2	7Worn Shortsword					21	21													1.9	7	0	37	1
	2	TRUE	20164	5.83	8192	1817	19	8Stock Shortsword		14			21	21	2												1.8	7	0	35	1
	2	TRUE	20216	11.32	8192	3783	36	8Light Scimitar		31			21	21	2												1.9	7	0	29	1
	2		20161	7.62	8192	7118	15	6Heirloom Sword	1	10		2	21	21	4			-81	4			Heirloom Weapon		5	1822		2.1	7	0	29	1
	2		20162	7.62	8192	6967	15	6Elunite Sword	1	10		1	21	21	4			-81	4			Weapons of Elunite		5	1693		2.1	7	0	28	1
	2		22081	25.68	8192	2528	46	7Falchion		41			21	21	5												2.2	7	0	26	1
	2		859	0.75	8192	997	1	7Fire Sword of Crippling					21	21													2	7	0	26	1
	2	TRUE	20225	18.41	8192	13816	52	8Fine Longsword		47			21	21	2												2.2	7	0	23	1
	2		20013	5	8192	4932	11	7Harpy Wing Clipper		7		2	21	21	4			14	1			Securing the Lines		5	835		2.6	7	0	22	1
	2	TRUE	5151	7.19	8192	1821	24	8Warped Blade		19			21	21	2												1.6	7	0	21	1
	2	TRUE	3447	9.5	8192	3278	30	8Aura Proc Damage Sword		25			21	21													2	7	0	17	1
	2		3434	1.2	8192	3295	3	7Deadman Blade					21	21	2											85	2.5	7	0	17	1
	2	TRUE	20225	16.39	8192	4017	46	8Sharp Shortsword		41			21	21	2												1.8	7	0	16	1
	2	TRUE	20173	3.91	8192	1511	13	8Commoner's Sword		8			21	21	2												2.3	7	0	16	1
	2		22075	1.15	8192	2131	3	7Shortsword					13	13	5												2.6	7	0	16	1
	2		20211	4.35	8192	2282	10	7Rodentia Shortsword		5			21	21	2											38	2.3	7	0	15	1
	2		4260	3.25	8192	2258	8	7Frostmane Shortsword		3			21	21	2											1	2	7	0	15	1
	2		5007	3.95	8192	3319	9	7Short Sabre		4			21	21	2											85	1.9	7	0	13	1
	2	TRUE	15591	9.07	8192	1829	29	8Short Cutlass		24			21	21	2												2.7	7	0	12	1
	2	TRUE	1547	2.5	8192	1413	8	8Feeble Sword		3			21	21	2	21											2	7	0	12	1
	2		1546	1.05	8192	1384	3	7Dull Blade					21	21	2											215	1.9	7	0	12	1
	2		28316	37.05	8192	15220	62	6Battlefell Sabre		57			21	21	2												2.2	7	0	11	1
	2		859	0.75	8192	945	1	7Shadow Sword					21	21													2	7	0	11	1
	2		20213	4.5	8192	2268	10	7Stonesplinter Blade		5			21	21	2												2	7	0	10	1
	2		20212	3.81	8192	2065	9	7Rockjaw Blade		4			21	21	2							Rockjaw Ambusher		1	1116	1	2.1	7	0	10	1
	2		20176	2.14	8192	3267	5	7Forsaken Shortsword		2		2	21	21	4			85	0			The Scarlet Crusade		5	381		2.1	7	0	9	1
	2		859	0.75	8192	948	1	7Nature Sword					21	21													2	7	0	9	1
