"armor","classs","commondrop","displayid","dps","flags2","id","level","name","reqclass","reqlevel","reqrace","side","slot","slotbak","source__001","source__002","sourcemore__bd","sourcemore__dd","sourcemore__c","sourcemore__icon","sourcemore__c2","sourcemore__n","sourcemore__s","sourcemore__t","sourcemore__ti","sourcemore__z","speed","subclass","firstseenpatch","popularity","contentPhase"
"","2","","23683","53.03","8192","13163","62","5无情镰刀","","57","","","17","17","2","","1","-1","","","","维姆萨拉克","","1","9568","1583","3.30","8","0","321","1"
"","2","","23239","53.89","8192","18717","63","5大十字军之锤","","58","","","17","17","2","","","-1","","","","","","","","2017","2.70","5","0","320","1"
"","2","","31857","73.38","8192","19353","75","4龙爪巨斧","","60","","","17","17","2","","1","","","","","","","","","2677","3.40","1","0","318","3"
"","2","","28790","38.80","8192","13058","44","5豪尔之矛","","39","","","17","17","2","","","","","","","","","","","","2.50","6","0","318","1"
"","2","","11165","17.58","8192","3191","26","6曲刃战斧","","21","","","17","17","2","","1","-1","","","","指挥官斯普林瓦尔","","1","4278","209","3.30","1","0","315","1"
"","2","True","8499","11.94","8192","3195","18","6野人战斧","","13","","","17","17","2","","","","","","","","","","","","3.60","1","0","309","1"
"","2","","20638","30.00","8192","1986","41","6裂胆剑","","36","","","17","17","2","","","","","","","莫什奥格好战者","","1","709","33","2.60","8","0","307","1"
"","2","","31998","77.37","8192","18877","78","4高阶督军的巨剑","","60","","","17","17","","","","","","","","","","","","","3.80","8","0","306","2"
"","2","","22239","24.69","8192","1522","36","6猎头长矛","","31","","","17","17","2","","","","","","","血顶猎头者","","1","671","33","3.20","6","0","304","1"
"","2","","31858","68.13","8192","19354","71","4巨龙复仇者","","60","","","17","17","2","","","","","","","黑翼龙人护卫","","1","12460","","3.20","1","0","300","3"
"","2","","28207","42.71","8192","12000","55","6叉刃巨斧","","50","","","17","17","4","","","","","","","","","","","1584","2.40","1","0","300","1"
"","2","","23240","48.08","8192","12776","56","5魔化战锤","","51","","","17","17","1","","","","11","inv_hammer_05","","魔化战锤","164","6","16973","","2.60","5","0","290","1"
"","2","","23434","43.33","8192","12775","56","6巨型瑟银战斧","","51","","","17","17","1","","","","11","inv_weapon_halberd_11","","巨型瑟银战斧","164","6","16971","","3.30","1","0","286","1"
"","2","","18388","41.96","8192","13055","48","5噬骨者","","43","","","17","17","2","","","","","","","","","","","","2.80","6","0","283","1"
"","2","","19538","11.79","8192","4777","18","6铁木槌","","13","","","17","17","5","","","","","","","","","","","","2.80","5","0","281","1"
"","2","","19647","21.14","8192","3851","31","6结实的铁锤","","26","","","17","17","1","","","","11","inv_hammer_07","","结实的铁锤","164","6","3494","","3.50","5","0","279","1"
"","2","","34556","49.71","8192","22208","58","5熔岩石锤","","53","","","17","17","2","","1","-1","","","","玛格姆斯","","1","9938","1584","3.40","5","0","278","5"
"","2","","5530","17.61","8192","1264","26","6碎头者","","22","","1","17","17","4","","","","717","","2","[The Fury Runs Deep]","","5","378","","2.30","5","0","273","1"
"","2","","35255","81.81","8192","22813","81","4邪恶力量巨剑","","60","","","17","17","2","","1","","","","","格拉斯","","1","15932","3456","3.60","8","0","271","6"
"","2","","23283","51.25","8192","12802","60","5黑暗之矛","","55","","","17","17","","","","","","","","","","","","","3.20","6","0","269","1"
"","2","","32604","62.57","8192","19874","66","4惩戒长戟","","60","","","17","17","2","","1","","","","","血领主曼多基尔","","1","11382","1977","3.50","6","0","268","4"
"","2","","22234","43.33","8192","7959","50","5荒芜","","45","","","17","17","1","","","","11","inv_spear_07","","荒芜","164","6","10011","","2.70","6","0","265","1"
"","2","","19306","33.72","8192","1521","44","6食人魔战斧","","39","","","17","17","2","","","","","","","火烟领主","","1","2719","3","3.90","1","0","251","1"
"","2","","8588","8.33","8192","3103","12","6寒脊之锤","","6","","1","17","17","4","","","","1","","0","保护牲畜","","5","314","","2.70","5","0","245","1"
"","2","","8531","7.03","8192","4562","10","6斩首之斧","","5","","","17","17","2","","","","","","","","","","","","3.20","1","0","242","1"
"","2","","19275","20.28","8192","3210","30","6野蛮战斧","","25","","","17","17","2","","","","","","","","","","","","3.60","1","0","233","1"
"","2","","15468","22.91","8192","3852","34","6碎铁金锤","","29","","","17","17","1","","","","11","inv_hammer_04","","碎铁金锤","164","6","3495","","2.75","5","0","225","1"
"","2","","8000","13.10","8192","5182","20","6破碎的剑","","15","","","17","17","2","","","-1","","","","格沙拉罕","","1","3398","17","2.90","8","0","223","1"
"","2","","36518","84.86","8192","22809","83","4赎罪十字军之槌","","60","","","17","17","2","","1","","","","","","","2","181366","3456","3.60","5","0","222","6"
"","2","","24816","53.09","8192","13983","62","5墓石战斧","","57","","","17","17","2","","","-1","","","","传令官基尔图诺斯","","1","10506","2057","3.40","1","0","219","1"
"","2","","22242","44.17","8192","10799","51","5刺头之矛","","46","","","17","17","2","","","-1","","","","阿塔拉利恩","","1","8580","1477","3.00","6","0","219","1"
"","2","","22108","15.26","8192","926","25","7大型战斧","","20","","","17","17","5","","","","","","","","","","","","3.80","1","0","211","1"
"","2","","28096","19.09","8192","15464","28","6野蛮之锤","","24","","2","17","17","4","","","","400","","1","[Arikara]","","5","5088","","3.30","5","0","210","1"
"","2","","20189","41.96","8192","10628","48","5死亡一击","","43","","","17","17","2","","","-1","","","","阿塔莱死亡行者","","1","5271","1477","2.80","8","0","200","1"
"","2","","31878","73.38","8192","19357","75","4悲哀使者","","60","","","17","17","2","","1","","","","","弗莱格尔","","1","11981","2677","3.40","5","0","197","3"
"","2","","8526","31.22","8192","1640","42","6巨刃战斧","","37","","","17","17","2","","","","","","","","","","","","3.70","1","0","196","1"
"","2","","5949","14.38","8192","5200","22","6穿刺鱼叉","","20","","","17","17","2","","","-1","","","","绿皮队长","","1","647","1581","2.40","6","0","193","1"
"","2","","20121","13.03","8192","5615","20","6巡林人之剑","","12","","1","17","17","4","","","","148","","1","玛塞斯特拉遗物","","5","951","","3.30","8","0","193","1"
"","2","","8533","29.00","8192","3856","40","6月牙斧","","35","","","17","17","1","","","","11","inv_axe_17","","月牙斧","164","6","3500","","2.50","1","0","189","1"
"","2","","26590","8.33","8192","3192","12","6练习剑","","7","","","17","17","2","","","","","","","","","","","","3.00","8","0","187","1"
"","2","","20080","17.50","8192","15249","26","6锋利双手剑","","21","","","17","17","2","","","","","","","","","","","","3.60","8","0","186","1"
"","2","","28573","16.06","8192","15269","24","6超大战斧","","19","","","17","17","2","","","","","","","","","","","","3.30","1","0","186","1"
"","2","","33123","52.92","8192","20669","62","5黑石双刃刀","","57","","","17","17","2","","","","","","","深渊公爵","","1","15207","","3.60","8","0","185","4"
"","2","","20119","11.91","8192","6186","18","6石腭怪切割者","","13","","1","17","17","4","","","","38","","0","收集石像","","5","297","","3.40","8","0","185","1"
"","2","","28460","10.74","8192","15268","16","6双刃斧","","11","","","17","17","2","","","","","","","","","","","","2.70","1","0","178","1"
"","2","","31302","77.37","8192","18830","78","4大元帅的斩石斧","","60","","","17","17","","","","","","","","","","","","","3.80","1","0","172","2"
"","2","","28541","45.80","8192","15272","59","6剃刀斧","","54","","","17","17","2","","","","","","","","","","","","2.50","1","0","171","1"
"","2","","28334","43.42","8192","15271","56","6无双战斧","","51","","","17","17","2","","","","","","","","","","","","3.80","1","0","166","1"
"","2","","33882","62.50","8192","21492","66","4其拉屠戮者","","60","","","17","17","2","","1","","","","","拉贾克斯将军","","1","15341","3429","3.60","8","0","163","5"
"","2","","5290","46.55","8192","12243","54","5烟熏之爪","","49","","","17","17","2","","1","-1","","","","","","","","1477","2.90","6","0","163","1"
"","2","","28468","26.67","8192","15260","38","6石锤","","33","","","17","17","2","","","","","","","","","","","","3.00","5","0","163","1"
"","2","True","7464","10.00","8192","1485","25","8干草叉","","20","","","17","17","2","","","","","","","","","","","267","3.70","6","0","160","1"
"","2","","22114","8.28","8192","1196","14","7大板斧","","9","","","17","17","5","","","","","","","","","","","","3.20","1","0","150","1"
"","2","","19283","19.03","8192","3201","28","6角斗士战斧","","23","","","17","17","2","","","","","","","","","","","","3.10","1","0","149","1"
"","2","","8600","11.88","8192","5187","20","7拉克佐之锤","","15","","","17","17","2","","","-1","","","","拉克佐","","1","644","1581","3.20","5","0","149","1"
"","2","","19302","31.21","8192","9626","42","6矮人冲锋斧","","35","","1","17","17","4","","","","1337","","2","密室","","5","2240","","2.90","1","0","147","1"
"","2","True","26585","11.77","8192","3196","18","6锋利的重剑","","13","","","17","17","2","","","","","","","","","","","","3.10","8","0","147","1"
"","2","","10642","9.46","8192","6214","16","7铜质大锤","","11","","","17","17","1","","","","11","inv_hammer_18","","铜质大锤","164","6","7408","","2.80","5","0","147","1"
"","2","","20186","18.97","8192","3206","28","6双手骑兵剑","","23","","","17","17","2","","","","","","","","","","","","2.90","8","0","146","1"
"","2","","23557","53.89","8192","12969","63","5横扫重锤","","58","","","17","17","2","","","-1","","","","比斯巨兽","","1","10430","1583","3.60","5","0","145","1"
"","2","","22115","11.82","8192","2025","20","7芒刺斧","","15","","","17","17","5","","","","","","","","","","","","3.30","1","0","145","1"
"","2","","31954","77.37","8192","18867","78","4大元帅的战锤","","60","","","17","17","","","","","","","","","","","","","3.80","5","0","143","2"
"","2","","22121","5.00","8192","2493","9","7木槌棒","","4","","","17","17","5","","","","","","","","","","","","2.60","5","0","143","1"
"","2","","18269","22.88","8192","1991","34","6地精动力铁铲","","29","","","17","17","2","","","","","","","风险投资公司矿工","","1","1094","33","3.30","5","0","140","1"
"","2","","33533","62.57","8192","21188","66","4塞纳留斯之拳","","60","","","17","17","","","","","","","","","","","","","3.50","5","0","139","5"
"","2","","5533","24.71","8192","1990","36","6断脊锤","","31","","","17","17","2","","","","","","","","","","","","3.40","5","0","137","1"
"","2","","19242","13.79","8192","872","21","6切石者","","16","","","17","17","2","","","-1","","","","拉克佐","","1","644","1581","3.30","1","0","136","1"
"","2","","31219","52.90","8192","18759","62","5恶毒战斧","","57","","","17","17","2","","","-1","","","","死亡骑士达克雷尔","","1","14516","2057","3.10","1","0","135","1"
"","2","","34794","52.22","8192","22314","61","5猎手之矛","","56","","","17","17","2","","","","","","","伊萨莉恩","","1","16097","","3.60","6","0","133","5"
"","2","","19227","13.03","8192","2907","20","6矮人伐木斧","","16","","1","17","17","4","","","","38","","0","[A Dark Threat Looms]","","5","283","","3.30","1","0","132","1"
"","2","","36762","58.46","8192","19962","68","5格里雷克的刻刀","","60","","","17","17","2","","","","","","","格里雷克","","1","15082","1977","3.90","1","0","127","4"
"","2","","22214","16.09","8192","1455","24","6黑石勇士战斧","","19","","","17","17","2","","","","","","","","","","","44","3.20","1","0","127","1"
"","2","","28245","12.60","8192","11854","19","6主动式负载平衡器螺丝刀","","10","","2","17","17","4","","","","17","","1","主动式负载平衡器说明书","","5","3924","","2.50","8","0","126","1"
"","2","","31766","77.37","8192","18871","78","4高阶督军的赶猪棒","","60","","","17","17","","","","","","","","","","","","","3.80","6","0","125","2"
"","2","","22654","41.20","8192","12469","47","5切割者","","42","","","17","17","","","","","","","","","","","","","2.50","8","0","125","1"
"","2","","22095","9.06","8192","1198","15","7优质重剑","","10","","","17","17","5","","","","","","","","","","","","3.20","8","0","125","1"
"","2","","28628","16.76","8192","911","25","6铁树木棍","","20","","","17","17","2","","","","","","","裂拳食人魔","","1","889","10","3.40","5","0","123","1"
"","2","","13360","49.68","8192","18324","58","5削浪者","","53","","","17","17","2","","1","-1","","","","海多斯博恩","","1","13280","2557","3.10","1","0","119","2"
"","2","","28576","45.79","8192","15256","59","6屠杀长剑","","54","","","17","17","2","","","","","","","","","","","","3.80","8","0","116","1"
"","2","","28465","37.97","8192","15252","49","6长牙剑","","44","","","17","17","2","","","","","","","","","","","","3.70","8","0","115","1"
"","2","","20184","23.87","8192","3197","35","6石边双刃刀","","30","","","17","17","2","","","","","","","","","","","","3.10","8","0","115","1"
"","2","","16146","15.16","8192","7956","25","7青铜战锤","","20","","","17","17","1","","","","11","inv_hammer_18","","青铜战锤","164","6","9985","","3.10","5","0","115","1"
"","2","","20072","10.00","8192","3188","15","6珊瑚双刃刀","","10","","","17","17","2","","","","","","","斯拉克","","1","519","40","2.80","8","0","115","1"
"","2","","20111","10.71","8192","4567","16","6短刃重剑","","11","","","17","17","2","","","","","","","","","","","","2.80","8","0","114","1"
"","2","","19544","8.23","8192","4964","12","6地精打击者","","5","32","2","17","17","4","","","","215","","1","菲兹普罗克主管","","5","765","","3.10","5","0","114","1"
"280","2","","21775","48.13","8192","11786","56","5大地之石","","51","","","17","17","2","","1","-1","","","","无敌的潘佐尔","","1","8923","1584","3.20","8","0","112","1"
"","2","","28672","51.36","8192","13060","60","5缝衣针","","55","","","17","17","2","","","","","","","","","","","","2.20","6","0","111","1"
"","2","","28536","21.72","8192","15250","32","6闪光双手剑","","27","","","17","17","2","","","","","","","","","","","","3.20","8","0","110","1"
"","2","","19272","16.90","8192","7958","27","7青铜战斧","","22","","","17","17","1","","","","11","inv_axe_21","","青铜战斧","164","6","9987","","2.90","1","0","110","1"
"","2","","34250","76.08","8192","21635","77","4沙漠掠夺者之刺","","60","","","17","17","2","","1","","","","","顽强的范克瑞斯","","1","15510","3428","3.70","6","0","109","5"
"","2","True","28535","13.10","8192","15248","20","6闪光双刃刀","","15","","","17","17","2","","","","","","","","","","","","2.90","8","0","108","1"
"","2","","28524","28.95","8192","15261","40","6红杉树枝","","35","","","17","17","2","","","","","","","","","","","","3.80","5","0","106","1"
"","2","","19375","16.90","8192","1461","25","6屠戮战斧","","20","","","17","17","2","","","","","","","暗皮杀手","","1","431","44","2.90","1","0","106","1"
"","2","","22250","22.96","8192","12250","34","6午夜战斧","","29","","","17","17","5","","","","","","","","","","","","2.70","1","0","105","1"
"","2","","19246","13.00","8192","5626","20","6削骨巨斧","","15","","1","17","17","4","","","","148","","1","健忘的勘察员","","5","943","","3.50","1","0","102","1"
"","2","","19390","11.82","8192","6094","18","6破甲之斧","","14","","1","17","17","4","","","","1581","","2","红色丝质面罩","","5","214","","3.30","1","0","102","1"
"","2","","8586","10.00","8192","4570","15","6桦木槌","","10","","","17","17","2","","","","","","","","","","","","3.30","5","0","101","1"
"","2","","22097","15.97","8192","922","26","7微光重剑","","21","","","17","17","5","","","","","","","","","","","","3.10","8","0","100","1"
"","2","","20038","11.41","8192","2204","17","6利爪队长的烤肉钉","","12","","","17","17","2","","","-1","","","","利爪队长","","1","506","40","3.20","8","0","99","1"
"","2","","7495","10.00","8192","6205","15","6挖地铲","","10","","","17","17","2","","","","","","","掘地工头目","","1","1424","40","2.30","5","0","99","1"
"","2","","22133","22.29","8192","2525","35","7巨型木槌","","30","","","17","17","5","","","","","","","","","","","","3.50","5","0","96","1"
"","2","","2440","53.10","8192","22333","62","5圣力之锤","","57","","","17","17","","","","","","","","","","","","","2.10","5","0","95","5"
"","2","","34474","61.36","8192","21806","71","5其拉威严之锤","","60","","","17","17","2","","","","","","","","","","","","2.20","5","0","94","5"
"","2","","5137","24.68","8192","1679","36","6考尔格钉锤","","31","","","17","17","2","","","","","","","莫什奥格蛮兵","","1","1142","33","3.10","5","0","94","1"
"","2","","5176","19.70","8192","2014","29","6黑色金属巨剑","","24","","","17","17","2","","","","","","","恶臭的食尸鬼","","1","1270","10","3.30","8","0","94","1"
"","2","","31761","77.37","8192","18869","78","4大元帅的长刀","","60","","","17","17","","","","","","","","","","","","","3.80","6","0","93","2"
"","2","","7495","2.96","8192","1195","6","7狗头人的铲子","","3","","","17","17","2","21","","","","","","","","","","","2.70","5","0","93","1"
"","2","","26586","30.17","8192","1625","41","6胫骨之刃","","36","","","17","17","2","","","","","","","","","","","","3.00","8","0","91","1"
"","2","","6264","19.84","8192","756","29","6黑铁锄","","24","","","17","17","2","","","","","","","黑铁隧道工","","1","1053","11","3.10","1","0","91","1"
"","2","","6813","9.03","8192","4564","13","6尖刺木棒","","8","","","17","17","2","","","","","","","","","","","","3.10","5","0","91","1"
"","2","","28548","16.88","8192","15259","25","6有力战锤","","20","","","17","17","2","","","","","","","","","","","","3.20","5","0","88","1"
"","2","","34331","70.71","8192","21703","73","4棘枝战锤","","60","","","17","17","2","","1","","","","","预言者斯克拉姆","","1","15263","3428","3.50","5","0","86","5"
"","2","","34507","58.57","8192","19900","68","5祖利安石斧","","60","","","17","17","2","","1","","","","","高阶祭司温诺希斯","","1","14507","1977","2.80","1","0","86","4"
"","2","","28529","44.26","8192","15255","57","6英勇双手剑","","52","","","17","17","2","","","","","","","","","","","","3.40","8","0","85","1"
"","2","","28533","35.63","8192","15270","46","6巨人战斧","","41","","","17","17","2","","","","","","","","","","","","3.20","1","0","85","1"
"","2","","32782","56.53","8192","19918","65","4耶克里克之锤","","60","","","17","17","2","","1","","","","","高阶祭司耶克里克","","1","14517","1977","3.60","5","0","84","4"
"","2","","23224","40.42","8192","12764","52","6瑟银巨剑","","47","","","17","17","","","","","","","","","","","","","3.60","8","0","79","1"
"","2","","28629","31.25","8192","11265","42","6峭壁木槌","","37","","2","17","17","4","","","","10","","0","真言药水","","5","1383","","2.80","5","0","79","1"
"","2","","19232","13.04","8192","1220","20","6豺狼人战斧","","15","","","17","17","2","","","","","","","赤脊山苦工","","1","580","44","2.30","1","0","79","1"
"","2","","20109","13.10","8192","1460","20","6暗皮双手剑","","15","","","17","17","2","","","","","","","疯狂的暗皮豺狼人","","1","434","44","2.90","8","0","76","1"
"","2","","25148","50.44","8192","14531","59","5恐怖骨锤","","54","","","17","17","2","","","-1","","","","血骨傀儡","","1","11622","2057","3.40","5","0","75","1"
"","2","","19372","14.55","8192","3199","22","6屠杀者","","17","","","17","17","2","","","","","","","","","","","","3.30","1","0","75","1"
"","2","","31750","77.37","8192","18868","78","4高阶督军的粉碎之锤","","60","","","17","17","","","","","","","","","","","","","3.80","5","0","74","2"
"","2","","28349","48.93","8192","15273","63","6死亡斩击者","","58","","","17","17","2","","","","","","","","","","","1977","2.80","1","0","74","1"
"","2","","33113","51.35","8192","20660","60","5削石之刃","","55","","","17","17","2","","","","","","","苍白圣殿骑士","","1","15212","","3.70","6","0","74","4"
"","2","","30836","53.10","8192","18502","62","5巨型长刃","","57","","","17","17","2","","1","-1","","","","克罗卡斯","","1","14325","2557","2.90","6","0","73","2"
"","2","","22219","18.29","8192","2227","27","6重型食人魔战斧","","22","","","17","17","2","","","","","","","裂拳工头","","1","892","10","3.80","1","0","73","1"
"","2","","20112","7.59","8192","4939","11","6坚固的重剑","","4","","2","17","17","4","","","","14","","1","骷髅石","","5","827","","2.70","8","0","73","1"
"","2","","20152","20.47","8192","2084","30","6黑铁重剑","","25","","","17","17","2","","","","","","","黑铁爆破手","","1","1054","11","3.20","8","0","71","1"
"","2","","20091","11.79","8192","2822","18","6莫格罗什牙签","","13","","","17","17","2","","","","","","","莫格罗什食人魔","","1","1178","38","2.80","8","0","70","1"
"","2","","5233","32.32","8192","9678","43","6托克卡尔的鱼人粉碎者","","35","","2","17","17","4","","","","8","","0","海中的威胁","","5","1427","","2.80","5","0","68","1"
"","2","","7495","3.78","8192","3334","7","7农夫的铁锨","","2","","","17","17","2","","","","","","","","","","","85","3.70","5","0","68","1"
"","2","","6806","9.06","8192","3440","13","6碎骨者","","7","","2","17","17","4","","","","85","","0","家族墓穴","","5","408","","3.20","5","0","66","1"
"","2","","30778","44.29","8192","18410","57","6奔行者之剑","","54","","","17","17","4","","","","2557","","2","普希林和埃斯托尔迪","","5","7441","","2.80","8","0","65","2"
"","2","","5527","13.65","8192","1218","21","6豺狼人重木棒","","16","","","17","17","2","","","","","","","赤脊山突击队员","","1","445","44","3.70","5","0","63","1"
"","2","","18354","3.75","8192","8177","7","7训练短剑","","2","","","17","17","2","","","","","","","","","","","","3.20","8","0","62","1"
"","2","","32446","58.43","8192","19963","68","5疯狂草叉","","60","","","17","17","2","","","","","","","雷纳塔基","","1","15084","1977","3.50","6","0","61","4"
"","2","","18342","36.45","8192","8199","47","6战场毁灭者","","42","","","17","17","2","","","","","","","","","","","","3.10","8","0","61","1"
"","2","True","19287","13.04","8192","3779","32","8沉重的战斧","","27","","","17","17","2","","","","","","","","","","","","2.80","1","0","61","1"
"","2","","8601","15.17","8192","1458","23","6暗皮木槌","","18","","","17","17","2","","","","","","","暗皮蛮兵","","1","432","44","3.00","5","0","60","1"
"","2","","19231","10.83","8192","3586","16","6削木斧","","9","","2","17","17","4","","","","130","","0","[Arugal's Folly]","","5","99","","3.60","1","0","59","1"
"","2","","19304","33.62","8192","1680","44","6剁头斧","","39","","","17","17","2","","","-1","","","","莫什奥格屠夫","","1","723","33","2.90","1","0","58","1"
"","2","","19611","18.24","8192","2058","27","6卡松的大槌","","22","","","17","17","2","","","","","","","卡松","","1","584","44","3.40","5","0","58","1"
"","2","","28499","44.82","8192","15265","58","6痛苦巨锤","","53","","","17","17","2","","","","","","","","","","","","2.80","5","0","57","1"
"","2","","19255","18.97","8192","2015","28","6黑色金属战斧","","23","","","17","17","2","","","","","","","食脑者","","1","570","10","2.90","1","0","57","1"
"","2","","8525","4.24","8192","3189","8","7断木斧","","3","","","17","17","2","21","","","","","","","","","","","3.30","1","0","57","1"
"","2","","28517","50.56","8192","15258","65","6神圣战剑","","60","","","17","17","2","","","","","","","","","","","1977","2.70","8","0","55","1"
"","2","","8585","15.16","8192","3198","23","6冲击战锤","","18","","","17","17","2","","","","","","","","","","","","3.10","5","0","55","1"
"","2","True","19545","13.71","8192","3193","21","6橡木槌","","16","","","17","17","2","","","","","","","","","","","","3.50","5","0","54","1"
"","2","","36065","77.37","8192","23455","78","4大元帅的破坏者","","60","","","17","17","","","","","","","","","","","","","3.80","5","0","53","6"
"","2","","28321","40.43","8192","15253","52","6斩首剑","","47","","","17","17","2","","","","","","","","","","","","3.50","8","0","53","1"
"","2","","19291","15.14","8192","5749","23","6镰斧","","18","","","17","17","2","","","","","","","马鲁克·龙鳞","","1","2090","11","3.60","1","0","51","1"
"","2","","32430","58.48","8192","19946","68","5提古勒的鱼叉","","60","","","17","17","2","","1","","","","","加兹兰卡","","1","15114","1977","3.30","6","0","50","4"
"","2","True","19374","22.88","8192","4020","49","8断裂的战斧","","44","","","17","17","2","","","","","","","","","","","","3.30","1","0","50","1"
"","2","True","19526","23.18","8192","4022","50","8重木槌","","45","","","17","17","2","","","","","","","","","","","","3.30","5","0","49","1"
"","2","","36079","77.37","8192","23465","78","4高阶督军的毁灭者","","60","","","17","17","","","","","","","","","","","","","3.80","5","0","48","6"
"","2","","5534","24.72","8192","1523","36","6巨型石棒","","31","","","17","17","2","","","","","","","血顶狂战士","","1","597","33","3.60","5","0","48","1"
"","2","","5638","13.75","8192","1406","21","6珍珠长矛","","20","","","17","17","2","","","","","","","鱼人夜行者","","1","544","44","3.20","6","0","48","1"
"","2","","8506","12.50","8192","2203","19","6利爪队长的伐木斧","","14","","","17","17","2","","","-1","","","","利爪队长","","1","506","40","3.40","1","0","47","1"
"","2","","28674","48.97","8192","15267","63","6蛮力重锤","","58","","","17","17","2","","","","","","","","","","","","3.40","5","0","46","1"
"","2","","8298","6.45","8192","5595","11","7灌木之锤","","1","","1","17","17","4","","","","141","","1","大地之冠","","5","935","","3.10","5","0","46","1"
"","2","","22093","2.17","8192","1194","4","7损坏的双刃刀","","","","","17","17","5","","","","","","","","","","","","3.00","8","0","45","1"
"","2","","25631","52.32","8192","13148","61","5刺骨冰矛","","56","","","17","17","2","","1","-1","","","","维姆萨拉克","","1","9568","1583","2.80","6","0","44","1"
"","2","","5128","38.04","8192","1639","49","6裂口战斧","","44","","","17","17","2","","","","","","","","","","","","2.80","1","0","44","1"
"","2","","8534","15.31","8192","2175","23","6暗皮战斧","","18","","","17","17","2","","","","","","","暗皮战士","","1","568","44","3.20","1","0","43","1"
"","2","","20071","6.33","8192","7955","11","7铜质双刃刀","","6","","","17","17","1","","","","11","inv_sword_21","","铜质双刃刀","164","6","9983","","3.00","8","0","43","1"
"","2","","6799","4.42","8192","3190","8","7大头棍","","3","","","17","17","2","21","","","","","","","","","","","2.60","5","0","43","1"
"","2","","28534","38.70","8192","15263","50","6皇家重槌","","45","","","17","17","2","","","","","","","","","","","","2.70","5","0","42","1"
"","2","True","20195","18.71","8192","4018","42","8双刃铁刀","","37","","","17","17","2","","","","","","","","","","","","3.10","8","0","42","1"
"","2","","20170","19.74","8192","913","29","6食人魔巨剑","","24","","","17","17","","","","","","","","","","","","","3.80","8","0","41","1"
"","2","","23230","41.83","8192","12772","54","6镶饰瑟银战锤","","49","","","17","17","","","","","","","","","","","","","3.00","5","0","40","1"
"","2","","22094","3.62","8192","2489","7","7无光泽的双刃刀","","2","","","17","17","5","","","","","","","","","","","","2.90","8","0","40","1"
"","2","","28347","41.82","8192","15254","54","6黑暗军刀","","49","","","17","17","2","","","","","","","","","","","","3.30","8","0","39","1"
"","2","","25632","40.37","8192","11864","52","6白骨长矛","","48","","2","17","17","4","","","","1637","","1","骨刃武器","","5","4300","","2.70","6","0","39","1"
"","2","","20069","7.17","8192","9602","10","6灌木之刃","","","","","17","17","","","","","","","","","","","","","3.00","8","0","38","1"
"","2","","28540","35.74","8192","15262","46","6巨型木槌","","41","","","17","17","2","","","","","","","","","","","","3.40","5","0","35","1"
"","2","True","19292","8.96","8192","1824","23","8闪亮的战斧","","18","","","17","17","2","","","","","","","","","","","","2.40","1","0","35","1"
"","2","","14040","9.00","8192","6206","15","7切石斧","","10","","","17","17","2","","","","","","","掘地工头目","","1","1424","40","3.50","1","0","35","1"
"","2","","19612","8.48","8192","2254","12","6碎冰战锤","","7","","","17","17","2","","","","","","","雪盲石腭怪","","1","1119","1","3.30","5","0","35","1"
"","2","True","19532","14.19","8192","3782","35","8大棒","","30","","","17","17","2","","","","","","","","","","","","3.10","5","0","34","1"
"","2","","5232","37.29","8192","3208","48","6敲头锤","","43","","","17","17","2","","","","","","","","","","","","3.50","5","0","32","1"
"","2","","26589","47.95","8192","15257","62","6胫骨剑","","57","","","17","17","2","","","","","","","","","","","","2.20","8","0","31","1"
"","2","","5233","46.56","8192","18481","60","6碎骨钉锤","","55","","","17","17","2","","","-1","","","","","","","","2557","3.20","5","0","31","2"
"","2","","28526","47.42","8192","15266","61","6凶猛重槌","","56","","","17","17","2","","","","","","","","","","","","3.30","5","0","30","1"
"","2","True","19374","27.60","8192","13819","59","8平衡战斧","","54","","","17","17","2","","","","","","","","","","","","2.50","1","0","30","1"
"","2","True","20195","26.90","8192","13817","58","8锥形巨剑","","53","","","17","17","2","","","","","","","","","","","","2.90","8","0","30","1"
"","2","True","20150","13.79","8192","3781","34","8阔双刃刀","","29","","","17","17","2","","","","","","","","","","","","3.30","8","0","30","1"
"","2","","8602","9.53","8192","5345","14","6石木锤","","9","","2","17","17","4","","","","17","","1","半人马护腕","","5","855","","3.20","5","0","30","1"
"","2","","19236","12.50","8192","2823","19","6莫格罗什开罐器","","14","","","17","17","2","","","","","","","莫格罗什蛮兵","","1","1180","38","3.20","1","0","28","1"
"","2","","26500","15.15","8192","15810","25","7短矛","","20","","","17","17","5","","","","","","","","","","","","3.30","6","0","27","1"
"","2","","22291","1.38","8192","12282","2","7用旧的战斧","","","","","17","17","","","","","","","","","","","","","2.90","1","0","27","1"
"","2","True","28691","26.53","8192","13821","57","8笨重的木槌","","52","","","17","17","2","","","","","","","","","","","","3.60","5","0","26","1"
"","2","","8899","2.73","8192","5777","5","7勇士之斧","","1","","2","17","17","4","","","","215","","1","力量仪祭","","5","757","","3.30","1","0","24","1"
"","2","","22098","33.57","8192","2529","46","7双手剑","","41","","","17","17","5","","","","","","","","","","","","2.80","8","0","23","1"
"","2","","19546","13.75","8192","3571","21","6石腭怪巨锤","","16","","","17","17","2","","","-1","","","","玛高什","","1","1399","38","3.60","5","0","22","1"
